1;0;1529.00;19.40;2717.00;0.00;0.24
2;0;1534.00;17.00;2380.00;0.00;0.20
3;0;871.00;14.05;2372.00;0.00;0.20
4;0;1966.00;13.32;2222.00;0.00;0.20
5;0;2475.00;23.70;2904.00;0.00;0.24
6;0;504.00;22.05;2876.00;0.00;0.20
7;0;1065.00;22.65;2437.00;0.00;0.24
8;0;582.00;14.45;3279.00;0.00;0.20
9;0;2336.00;21.70;544.00;0.00;0.20
10;0;627.00;17.35;2146.00;0.00;0.20
11;0;2533.00;24.07;1139.00;0.00;0.24
12;0;976.00;23.45;894.00;0.00;0.20
13;0;1593.00;15.17;2046.00;0.00;0.28
14;0;954.00;16.95;1049.00;0.00;0.20
15;0;1378.00;20.02;1282.00;0.00;0.24
16;0;181.00;21.15;1558.00;0.00;0.24
17;0;1893.00;21.80;3057.00;0.00;0.20
18;0;2354.00;23.30;3110.00;0.00;0.24
19;0;2132.00;13.27;3096.00;0.00;0.20
20;0;2685.00;24.30;2382.00;0.00;0.24
21;0;2317.00;13.80;3084.00;0.00;0.24
22;0;1292.00;20.00;641.00;0.00;0.20
23;0;1035.00;21.00;2381.00;0.00;0.20
24;0;988.00;20.40;857.00;0.00;0.24
25;0;557.00;18.30;2160.00;0.00;0.24
26;0;2225.00;18.57;3102.00;0.00;0.16
27;0;816.00;21.05;2956.00;0.00;0.20
28;0;1762.00;13.17;2686.00;0.00;0.20
29;0;2415.00;22.20;725.00;0.00;0.28
30;0;619.00;16.20;241.00;0.00;0.20
31;0;1889.00;20.65;550.00;0.00;0.20
32;0;2276.00;22.20;631.00;0.00;0.20
33;0;783.00;16.22;1491.00;0.00;0.16
34;0;2430.00;20.45;2937.00;0.00;0.20
35;0;962.00;12.12;1991.00;0.00;0.20
36;0;859.00;14.20;2382.00;0.00;0.24
37;0;400.00;15.47;815.00;0.00;0.20
38;0;1082.00;20.82;2385.00;0.00;0.20
39;0;2711.00;24.20;870.00;0.00;0.20
40;0;810.00;24.02;1444.00;0.00;0.20
41;0;1345.00;23.77;2286.00;0.00;0.24
42;0;181.00;23.55;633.00;0.00;0.24
43;0;2180.00;23.65;3095.00;0.00;0.20
44;0;2497.00;20.37;2941.00;0.00;0.24
45;0;546.00;23.75;2856.00;0.00;0.24
46;0;1244.00;21.25;1654.00;0.00;0.24
47;0;674.00;22.82;3169.00;0.00;0.24
48;0;1544.00;24.40;2070.00;0.00;0.20
49;0;2369.00;20.57;1844.00;0.00;0.20
50;0;376.00;16.72;3110.00;0.00;0.20
51;0;2804.00;20.12;1199.00;0.00;0.20
52;0;797.00;20.17;66.00;0.00;0.24
53;0;616.00;12.42;2966.00;0.00;0.20
54;0;846.00;13.35;1119.00;0.00;0.24
55;0;1256.00;23.72;1098.00;0.00;0.20
56;0;2148.00;14.65;1166.00;0.00;0.20
57;0;572.00;18.77;2844.00;0.00;0.20
58;0;1167.00;17.55;1807.00;0.00;0.20
59;0;2483.00;23.12;2155.00;0.00;0.20
60;0;2546.00;17.77;2343.00;0.00;0.20
61;0;1336.00;23.40;2269.00;0.00;0.20
62;0;1465.00;18.30;2773.00;0.00;0.20
63;0;569.00;14.60;2069.00;0.00;0.20
64;0;2373.00;15.92;2011.00;0.00;0.20
65;0;2353.00;22.95;2996.00;0.00;0.24
66;0;902.00;22.85;389.00;0.00;0.24
67;0;1126.00;20.25;1484.00;0.00;0.24
68;0;731.00;14.12;3223.00;0.00;0.16
69;0;1819.00;23.70;962.00;0.00;0.20
70;0;613.00;15.07;2168.00;0.00;0.20
71;0;1338.00;20.35;2444.00;0.00;0.24
72;0;2822.00;12.25;2493.00;0.00;0.16
73;0;2809.00;13.60;1131.00;0.00;0.20
74;0;779.00;15.95;1935.00;0.00;0.16
75;0;2464.00;15.90;3039.00;0.00;0.16
76;0;935.00;18.22;781.00;0.00;0.20
77;0;2396.00;17.80;3134.00;0.00;0.20
78;0;2721.00;16.65;824.00;0.00;0.20
79;0;543.00;13.60;2161.00;0.00;0.16
80;0;848.00;17.32;1129.00;0.00;0.20
81;0;1711.00;23.50;2853.00;0.00;0.20
82;0;2290.00;18.15;1717.00;0.00;0.16
83;0;2809.00;19.87;1504.00;0.00;0.24
84;0;443.00;15.27;3036.00;0.00;0.24
85;0;554.00;18.12;3281.00;0.00;0.20
86;0;2383.00;19.27;1997.00;0.00;0.24
87;0;2866.00;23.10;1495.00;0.00;0.16
88;0;508.00;13.60;3196.00;0.00;0.20
89;0;1875.00;14.35;519.00;0.00;0.24
90;0;1960.00;13.95;2215.00;0.00;0.20
91;0;2417.00;21.17;745.00;0.00;0.20
92;0;1971.00;17.80;558.00;0.00;0.20
93;0;2727.00;20.15;1828.00;0.00;0.24
94;0;796.00;14.25;1238.00;0.00;0.20
95;0;2225.00;14.77;647.00;0.00;0.24
96;0;602.00;18.30;2079.00;0.00;0.16
97;0;638.00;17.55;329.00;0.00;0.20
98;0;1290.00;17.80;1097.00;0.00;0.24
99;0;2215.00;22.30;1731.00;0.00;0.20
100;0;1833.00;20.00;2735.00;0.00;0.20
101;0;2266.00;24.40;2436.00;0.00;0.20
102;0;1827.00;22.85;973.00;0.00;0.24
103;0;1528.00;15.87;2388.00;0.00;0.20
104;0;219.00;13.90;636.00;0.00;0.16
105;0;1554.00;14.22;2599.00;0.00;0.20
106;0;1187.00;16.60;2087.00;0.00;0.24
107;0;2028.00;22.40;2164.00;0.00;0.20
108;0;1906.00;19.50;3033.00;0.00;0.20
109;0;950.00;15.17;924.00;0.00;0.16
110;0;832.00;12.47;1147.00;0.00;0.12
111;0;836.00;24.27;2330.00;0.00;0.20
112;0;2020.00;16.60;2129.00;0.00;0.20
113;0;919.00;22.27;1160.00;0.00;0.20
114;0;1570.00;18.70;597.00;0.00;0.20
115;0;805.00;18.50;67.00;0.00;0.20
116;0;1268.00;19.72;82.00;0.00;0.20
117;0;955.00;18.50;700.00;0.00;0.20
118;0;2444.00;14.52;2122.00;0.00;0.20
119;0;2470.00;16.40;3180.00;0.00;0.24
120;0;1465.00;21.25;2353.00;0.00;0.16
121;0;201.00;24.27;1535.00;0.00;0.24
122;0;1246.00;23.77;1604.00;0.00;0.24
123;0;2390.00;23.67;1861.00;0.00;0.16
124;0;2369.00;22.32;2679.00;0.00;0.24
125;0;347.00;22.47;2668.00;0.00;0.16
126;0;2414.00;23.30;982.00;0.00;0.20
127;0;558.00;14.50;2811.00;0.00;0.24
128;0;1455.00;20.20;2712.00;0.00;0.24
129;0;217.00;12.82;620.00;0.00;0.16
130;0;757.00;20.45;1609.00;0.00;0.24
131;0;1304.00;20.55;1269.00;0.00;0.20
132;0;1697.00;21.15;1922.00;0.00;0.20
133;0;2899.00;21.40;2546.00;0.00;0.20
134;0;1329.00;23.22;1642.00;0.00;0.20
135;0;1514.00;22.82;2739.00;0.00;0.24
136;0;900.00;12.12;344.00;0.00;0.16
137;0;621.00;14.80;2918.00;0.00;0.16
138;0;1026.00;22.30;2412.00;0.00;0.20
139;0;704.00;13.57;262.00;0.00;0.16
140;0;589.00;20.32;3228.00;0.00;0.24
141;0;2427.00;23.50;715.00;0.00;0.20
142;0;1009.00;22.05;924.00;0.00;0.24
143;0;463.00;13.57;650.00;0.00;0.20
144;0;2449.00;12.22;2318.00;0.00;0.12
145;0;1869.00;16.75;2688.00;0.00;0.24
146;0;936.00;15.60;1583.00;0.00;0.24
147;0;2106.00;19.85;591.00;0.00;0.24
148;0;2281.00;23.65;643.00;0.00;0.20
149;0;2246.00;16.90;2484.00;0.00;0.20
150;0;916.00;16.42;761.00;0.00;0.24
151;0;2394.00;14.45;2645.00;0.00;0.20
152;0;2290.00;11.50;3122.00;0.00;0.12
153;0;1025.00;20.87;2390.00;0.00;0.20
154;0;233.00;16.52;1488.00;0.00;0.24
155;0;2360.00;21.87;2998.00;0.00;0.20
156;0;1342.00;18.40;2229.00;0.00;0.24
