1;arms_factory;1331.00;18.55;2986.00;2.78;0
1;arms_factory;1331.00;15.30;2991.00;5.44;0
1;arms_factory;1321.00;16.85;2990.00;2.17;0
1;arms_factory;1324.00;20.00;2980.00;3.38;0
1;arms_factory;1333.00;15.57;2989.00;1.22;0
1;arms_factory;1323.00;16.77;2991.00;5.34;0
1;industrial_complex;1324.00;20.00;2985.00;5.45;0
1;industrial_complex;1328.00;17.62;2990.00;3.29;0
1;industrial_complex;1336.00;14.30;2980.00;5.95;0
1;industrial_complex;1318.00;16.27;2988.00;2.33;0
1;industrial_complex;1333.00;16.27;2988.00;3.89;0
1;industrial_complex;1337.00;11.30;2986.00;1.73;0
1;air_base;1324.00;20.18;2984.00;4.40;0
1;supply_node;1328.00;19.80;2985.00;2.31;0
1;supply_node;1321.00;19.50;2982.00;5.25;0
1;supply_node;1317.00;15.93;2987.00;0.45;0
1;supply_node;1323.00;17.62;2990.00;4.49;0
1;supply_node;1335.00;16.08;2983.00;5.96;0
1;supply_node;1333.00;16.85;2978.00;2.61;0
1;supply_node;1328.00;15.70;2992.00;5.20;0
1;supply_node;1332.00;16.40;2989.00;1.85;0
1;supply_node;1313.00;10.35;2983.00;4.79;0
1;supply_node;1326.00;20.25;2981.00;1.09;0
1;supply_node;1316.00;15.70;2980.00;4.03;0
1;supply_node;1322.00;18.00;2976.00;5.50;0
1;supply_node;1328.00;17.62;2975.00;3.26;0
1;supply_node;1316.00;11.28;2975.00;6.20;0
1;supply_node;1332.00;14.48;2974.00;1.39;0
1;supply_node;1320.00;9.78;2971.00;5.43;0
1;supply_node;1326.00;12.93;2971.00;0.63;0
1;bunker;1330.00;18.98;2979.00;4.03;0
1;bunker;1318.00;17.90;2983.00;0.41;0
1;bunker;1329.00;13.80;2993.00;1.97;0
1;bunker;1333.00;14.65;2975.00;4.63;0
1;bunker;1327.00;19.77;2979.00;2.47;0
1;bunker;1320.00;15.30;2974.00;5.14;0
1;bunker;1326.00;18.55;2976.00;0.41;0
1;bunker;1316.00;16.08;2983.00;4.54;0
1;bunker;1322.00;17.30;2975.00;0.92;0
1;bunker;1327.00;19.00;2988.00;2.48;0
1;bunker;1321.00;14.73;2992.00;5.14;0
1;bunker;1321.00;19.27;2980.00;2.98;0
1;bunker;1327.00;12.68;2971.00;4.19;0
1;bunker;1315.00;10.62;2989.00;0.92;0
1;bunker;1315.00;11.93;2977.00;3.59;0
1;bunker;1336.00;13.07;2987.00;6.25;0
1;bunker;1332.00;12.90;2992.00;2.64;0
1;dockyard;1326.00;12.93;2994.00;-3.14;0
1;anti_air_building;1319.00;18.55;2982.00;3.66;0
1;anti_air_building;1313.00;10.20;2984.00;0.04;0
1;anti_air_building;1332.00;15.57;2975.00;1.60;0
1;synthetic_refinery;1323.00;18.85;2977.00;5.72;0
1;fuel_silo;1334.00;15.93;2987.00;0.65;0
1;rocket_site;1327.00;18.45;2976.00;0.04;0
1;nuclear_reactor;1314.00;12.93;2982.00;4.17;0
2;arms_factory;1224.00;10.45;2943.00;5.45;0
2;arms_factory;1222.00;14.48;2963.00;3.29;0
2;arms_factory;1227.00;17.80;2962.00;5.95;0
2;arms_factory;1234.00;18.15;2959.00;2.33;0
2;arms_factory;1225.00;18.00;2961.00;3.89;0
2;arms_factory;1234.00;11.93;2965.00;1.73;0
2;industrial_complex;1229.00;10.35;2942.00;4.40;0
2;industrial_complex;1235.00;18.30;2957.00;0.78;0
2;industrial_complex;1229.00;12.93;2966.00;2.34;0
2;industrial_complex;1234.00;18.55;2958.00;0.18;0
2;industrial_complex;1240.00;12.23;2957.00;2.84;0
2;industrial_complex;1228.00;14.78;2965.00;5.50;0
2;air_base;1236.00;14.65;2962.00;2.24;0
2;supply_node;1233.00;14.73;2945.00;5.20;0
2;supply_node;1218.00;14.62;2956.00;1.85;0
2;supply_node;1226.00;12.23;2943.00;4.79;0
2;supply_node;1235.00;17.58;2959.00;1.09;0
2;supply_node;1220.00;13.30;2947.00;4.03;0
2;supply_node;1230.00;17.80;2962.00;5.50;0
2;supply_node;1225.00;15.30;2964.00;3.26;0
2;supply_node;1221.00;15.57;2961.00;6.20;0
2;supply_node;1225.00;18.98;2959.00;1.39;0
2;supply_node;1231.00;20.00;2956.00;5.43;0
2;supply_node;1239.00;14.78;2955.00;0.63;0
2;supply_node;1223.00;19.08;2954.00;3.57;0
2;supply_node;1234.00;18.55;2951.00;1.33;0
2;supply_node;1217.00;11.30;2951.00;2.80;0
2;supply_node;1228.00;20.10;2952.00;5.74;0
2;supply_node;1237.00;15.30;2949.00;2.04;0
2;supply_node;1225.00;18.00;2948.00;4.98;0
2;supply_node;1229.00;17.10;2946.00;1.63;0
2;bunker;1224.00;16.85;2962.00;0.41;0
2;bunker;1221.00;17.62;2952.00;4.54;0
2;bunker;1221.00;11.28;2964.00;0.92;0
2;bunker;1229.00;20.25;2956.00;2.48;0
2;bunker;1231.00;18.30;2961.00;5.14;0
2;bunker;1227.00;15.95;2945.00;2.98;0
2;bunker;1231.00;19.27;2950.00;4.19;0
2;bunker;1218.00;14.62;2956.00;0.92;0
2;bunker;1219.00;12.90;2948.00;3.59;0
2;bunker;1225.00;19.30;2951.00;6.25;0
2;bunker;1237.00;17.10;2955.00;2.64;0
2;bunker;1222.00;18.45;2953.00;5.65;0
2;bunker;1238.00;14.73;2950.00;2.04;0
2;bunker;1233.00;17.58;2948.00;4.70;0
2;bunker;1228.00;14.78;2944.00;2.54;0
2;bunker;1227.00;12.68;2966.00;4.10;0
2;bunker;1237.00;16.98;2953.00;0.48;0
2;bunker;1240.00;12.93;2954.00;3.15;0
2;dockyard;1238.00;11.28;2947.00;1.57;0
2;anti_air_building;1231.00;19.27;2950.00;0.04;0
2;anti_air_building;1232.00;19.58;2957.00;4.17;0
2;anti_air_building;1231.00;18.85;2949.00;5.37;0
2;synthetic_refinery;1217.00;9.50;2948.00;3.21;0
2;fuel_silo;1239.00;14.62;2956.00;6.23;0
2;rocket_site;1216.00;10.20;2956.00;5.28;0
2;nuclear_reactor;1225.00;19.85;2955.00;0.55;0
3;arms_factory;2324.00;19.85;2952.00;5.95;0
3;arms_factory;2320.00;19.85;2955.00;2.33;0
3;arms_factory;2324.00;19.77;2953.00;3.89;0
3;arms_factory;2323.00;19.58;2955.00;1.73;0
3;arms_factory;2313.00;16.85;2956.00;4.40;0
3;arms_factory;2311.00;14.73;2947.00;0.78;0
3;industrial_complex;2325.00;14.73;2942.00;2.34;0
3;industrial_complex;2318.00;16.77;2943.00;0.18;0
3;industrial_complex;2326.00;16.27;2944.00;2.84;0
3;industrial_complex;2330.00;15.95;2950.00;5.50;0
3;industrial_complex;2309.00;12.93;2951.00;2.24;0
3;industrial_complex;2327.00;18.00;2955.00;3.45;0
3;air_base;2323.00;18.30;2958.00;1.29;0
3;supply_node;2321.00;12.93;2940.00;4.79;0
3;supply_node;2316.00;18.98;2955.00;1.09;0
3;supply_node;2313.00;17.62;2949.00;4.03;0
3;supply_node;2317.00;15.30;2961.00;5.50;0
3;supply_node;2322.00;15.95;2961.00;3.26;0
3;supply_node;2312.00;14.48;2958.00;6.20;0
3;supply_node;2327.00;16.40;2958.00;1.39;0
3;supply_node;2322.00;19.00;2957.00;5.43;0
3;supply_node;2310.00;14.30;2954.00;0.63;0
3;supply_node;2326.00;18.85;2954.00;3.57;0
3;supply_node;2330.00;15.95;2953.00;1.33;0
3;supply_node;2320.00;20.33;2951.00;2.80;0
3;supply_node;2309.00;12.23;2949.00;5.74;0
3;supply_node;2326.00;18.85;2949.00;2.04;0
3;supply_node;2330.00;15.30;2948.00;4.98;0
3;supply_node;2318.00;19.27;2947.00;1.63;0
3;supply_node;2323.00;18.30;2945.00;4.21;0
3;supply_node;2311.00;11.28;2944.00;0.87;0
3;supply_node;2328.00;14.65;2944.00;2.34;0
3;supply_node;2315.00;13.98;2942.00;0.10;0
3;bunker;2322.00;18.45;2945.00;2.98;0
3;bunker;2314.00;18.45;2950.00;4.19;0
3;bunker;2321.00;12.93;2940.00;0.92;0
3;bunker;2324.00;16.43;2960.00;3.59;0
3;bunker;2329.00;17.10;2951.00;6.25;0
3;bunker;2323.00;20.10;2952.00;2.64;0
3;bunker;2317.00;19.30;2948.00;5.65;0
3;bunker;2329.00;16.98;2953.00;2.04;0
3;bunker;2329.00;15.30;2946.00;4.70;0
3;bunker;2315.00;16.27;2959.00;2.54;0
3;bunker;2327.00;18.30;2954.00;4.10;0
3;bunker;2327.00;17.05;2957.00;0.48;0
3;bunker;2310.00;11.93;2957.00;3.15;0
3;bunker;2312.00;11.45;2943.00;6.16;0
3;bunker;2318.00;17.62;2944.00;1.09;0
3;bunker;2313.00;16.27;2957.00;5.21;0
3;bunker;2330.00;15.70;2949.00;1.59;0
3;bunker;2322.00;20.00;2954.00;3.15;0
3;bunker;2320.00;14.78;2962.00;0.99;0
3;bunker;2308.00;9.93;2949.00;3.66;0
3;dockyard;2325.00;14.73;2961.00;-3.61;0
3;anti_air_building;2320.00;12.93;2963.00;3.22;0
3;anti_air_building;2315.00;18.15;2947.00;5.88;0
3;anti_air_building;2317.00;19.77;2953.00;3.73;0
3;synthetic_refinery;2328.00;16.27;2946.00;3.83;0
3;fuel_silo;2324.00;18.00;2945.00;1.67;0
3;rocket_site;2320.00;20.25;2953.00;0.71;0
3;nuclear_reactor;2325.00;18.60;2956.00;3.73;0
4;arms_factory;2607.00;14.62;2934.00;3.89;0
4;arms_factory;2595.00;19.00;2938.00;1.73;0
4;arms_factory;2601.00;13.07;2943.00;4.40;0
4;arms_factory;2594.00;19.27;2937.00;0.78;0
4;arms_factory;2585.00;12.23;2935.00;2.34;0
4;arms_factory;2595.00;12.68;2921.00;0.18;0
4;industrial_complex;2597.00;17.90;2925.00;2.84;0
4;industrial_complex;2588.00;9.60;2923.00;5.50;0
4;industrial_complex;2605.00;17.10;2932.00;2.24;0
4;industrial_complex;2598.00;20.00;2930.00;3.45;0
4;industrial_complex;2600.00;18.00;2939.00;1.29;0
4;industrial_complex;2605.00;15.30;2938.00;2.85;0
4;air_base;2591.00;17.05;2939.00;5.51;0
4;supply_node;2585.00;12.23;2930.00;4.03;0
4;supply_node;2586.00;14.30;2935.00;5.50;0
4;supply_node;2592.00;19.27;2935.00;3.26;0
4;supply_node;2589.00;14.65;2940.00;6.20;0
4;supply_node;2594.00;15.70;2942.00;1.39;0
4;supply_node;2598.00;16.98;2941.00;5.43;0
4;supply_node;2603.00;16.40;2939.00;0.63;0
4;supply_node;2597.00;19.85;2936.00;3.57;0
4;supply_node;2602.00;18.85;2935.00;1.33;0
4;supply_node;2606.00;15.95;2934.00;2.80;0
4;supply_node;2596.00;20.25;2931.00;5.74;0
4;supply_node;2589.00;17.80;2931.00;2.04;0
4;supply_node;2601.00;19.27;2930.00;4.98;0
4;supply_node;2606.00;15.30;2929.00;1.63;0
4;supply_node;2593.00;18.55;2927.00;4.21;0
4;supply_node;2588.00;13.30;2925.00;0.87;0
4;supply_node;2599.00;17.62;2925.00;2.34;0
4;supply_node;2603.00;15.57;2925.00;0.10;0
4;supply_node;2591.00;11.93;2922.00;3.04;0
4;supply_node;2596.00;12.93;2921.00;4.52;0
4;bunker;2593.00;19.77;2931.00;3.59;0
4;bunker;2585.00;12.23;2930.00;6.25;0
4;bunker;2588.00;11.45;2924.00;2.64;0
4;bunker;2584.00;9.93;2935.00;5.65;0
4;bunker;2598.00;20.00;2935.00;2.04;0
4;bunker;2591.00;16.27;2940.00;4.70;0
4;bunker;2597.00;14.78;2943.00;2.54;0
4;bunker;2595.00;14.62;2922.00;4.10;0
4;bunker;2594.00;14.30;2943.00;0.48;0
4;bunker;2603.00;16.40;2939.00;3.15;0
4;bunker;2606.00;15.70;2935.00;6.16;0
4;bunker;2601.00;19.45;2931.00;1.09;0
4;bunker;2594.00;20.10;2933.00;5.21;0
4;bunker;2600.00;18.00;2926.00;1.59;0
4;bunker;2601.00;18.60;2937.00;3.15;0
4;bunker;2603.00;17.58;2928.00;0.99;0
4;bunker;2588.00;16.98;2931.00;3.66;0
4;bunker;2606.00;15.95;2931.00;0.04;0
4;bunker;2594.00;14.30;2922.00;1.60;0
4;bunker;2594.00;19.27;2928.00;5.72;0
4;dockyard;2600.00;13.80;2943.00;-3.46;0
